artists,name,year,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms,genres
Coldplay,Fix You,2005,81,0.16399999999999998,0.209,0.41700000000000004,0.00196,0.113,-8.74,0.0338,0.124,138.178,295533,permanent wave pop
Gorillaz,Feel Good Inc.,2005,81,0.00836,0.818,0.705,0.00233,0.613,-6.678999999999999,0.177,0.772,138.559,222640,alternative hip hop
Linkin Park,Numb,2003,81,0.0046,0.496,0.863,0.0,0.639,-4.1530000000000005,0.0381,0.243,110.01799999999999,185587,alternative metal nu metal post-grunge rap metal
Plain White T s,Hey There Delilah,2005,80,0.872,0.6559999999999999,0.29100000000000004,0.0,0.114,-10.572000000000001,0.0293,0.298,103.971,232533,neo mellow pop pop punk pop rock
Red Hot Chili Peppers,Can't Stop,2002,80,0.0179,0.618,0.938,0.0,0.16699999999999998,-3.4419999999999997,0.0456,0.875,91.455,269000,alternative rock funk metal funk rock permanent wave rock
Maroon 5,She Will Be Loved - Radio Mix,2002,80,0.228,0.6509999999999999,0.6629999999999999,0.0,0.0994,-5.569,0.0281,0.465,102.0,259453,pop pop rock
Rihanna JAY Z,Umbrella,2008,80,0.00864,0.583,0.8290000000000001,0.0,0.0426,-4.603,0.134,0.575,174.028,275987,barbadian pop dance pop pop pop dance post-teen pop r&b urban contemporary
Usher Lil Jon Ludacris,Yeah! (feat. Lil Jon & Ludacris),2004,80,0.0183,0.894,0.7909999999999999,0.0,0.0388,-4.699,0.11199999999999999,0.583,105.01799999999999,250373,atl hip hop dance pop pop r&b south carolina hip hop urban contemporary
Kanye West,Stronger,2007,80,0.00564,0.617,0.7170000000000001,0.0,0.408,-7.858,0.153,0.49,103.992,311867,chicago rap rap
The Fray,How to Save a Life,2005,80,0.26899999999999996,0.64,0.743,0.0,0.10099999999999999,-4.08,0.0379,0.361,122.035,262533,modern rock neo mellow piano rock pop pop rock
Lady Gaga,Bad Romance,2009,80,0.00314,0.696,0.9209999999999999,5.24e-05,0.0842,-3.755,0.0363,0.7140000000000001,119.001,294573,dance pop pop pop dance
Coldplay,Viva La Vida,2008,79,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,0.41600000000000004,138.017,242373,permanent wave pop
System Of A Down,Chop Suey!,2001,79,0.000278,0.419,0.934,0.0015,0.132,-3.908,0.12,0.28600000000000003,127.288,210240,alternative metal nu metal rap metal
Papa Roach,Last Resort,2001,79,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.0603,0.6920000000000001,90.598,199907,alternative metal nu metal rap metal rap rock
Owl City,Fireflies,2009,79,0.0275,0.512,0.662,0.0,0.11800000000000001,-6.7970000000000015,0.0439,0.47200000000000003,180.114,228347,indietronica modern rock pop pop rock post-teen pop
Britney Spears,Toxic,2003,79,0.0249,0.774,0.838,0.025,0.242,-3.9139999999999997,0.114,0.924,143.04,198800,dance pop pop pop dance pop rap post-teen pop
Alicia Keys,No One,2007,79,0.0209,0.644,0.5479999999999999,8.68e-06,0.134,-5.416,0.0286,0.166,90.042,253813,hip pop neo soul pop r&b urban contemporary
Red Hot Chili Peppers,Snow (Hey Oh),2006,79,0.11599999999999999,0.4270000000000001,0.9,1.75e-05,0.11900000000000001,-3.674,0.0499,0.599,104.655,334667,alternative rock funk metal funk rock permanent wave rock
Flo Rida T Pain,Low (feat. T-Pain),2008,79,0.0928,0.9179999999999999,0.609,0.0,0.139,-5.64,0.0791,0.304,128.00799999999998,231400,dance pop miami hip hop pop pop dance pop rap
OutKast,Hey Ya!,2003,79,0.10300000000000001,0.728,0.9740000000000001,0.000532,0.175,-2.261,0.0665,0.965,79.52600000000002,235213,atl hip hop dirty south rap hip hop rap southern hip hop
Kings of Leon,Sex on Fire,2008,79,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054000000000000006,0.374,153.398,203347,modern rock rock
Evanescence,Bring Me To Life,2003,79,0.0072099999999999985,0.331,0.943,2.06e-06,0.242,-3.188,0.0698,0.29600000000000004,94.61200000000001,235893,alternative metal
50 Cent Olivia,Candy Shop,2005,78,0.0253,0.614,0.574,3.2e-05,0.38,-7.961,0.466,0.755,125.17299999999999,209107,east coast hip hop gangster rap hip hop pop rap queens hip hop rap
Nickelback,How You Remind Me,2001,78,0.00135,0.446,0.764,0.0,0.099,-5.042,0.033,0.5429999999999999,172.09400000000005,223840,alternative metal canadian rock nu metal post-grunge
Green Day,American Idiot,2004,78,2.64e-05,0.38,0.988,7.859999999999999e-05,0.368,-2.042,0.0639,0.769,186.113,176346,permanent wave pop punk punk
The Killers,Mr. Brightside,2004,78,0.00101,0.35600000000000004,0.924,0.0,0.0953,-3.74,0.0808,0.23199999999999998,148.017,222587,modern rock permanent wave rock
Hoobastank,The Reason,2003,78,0.0129,0.47200000000000003,0.6709999999999999,0.0,0.159,-4.649,0.028999999999999998,0.0681,82.95200000000001,232800,alternative metal funk metal nu metal pop rock post-grunge
Alicia Keys,If I Ain't Got You,2003,78,0.603,0.609,0.445,6.77e-06,0.10400000000000001,-9.129,0.106,0.166,118.39299999999999,228707,hip pop neo soul pop r&b urban contemporary
Avril Lavigne,Complicated,2002,78,0.0572,0.585,0.7759999999999999,7.74e-06,0.3,-5.898,0.0459,0.4270000000000001,77.987,244507,canadian pop candy pop dance pop pop post-teen pop
Snow Patrol,Chasing Cars,2006,78,0.209,0.563,0.5920000000000001,5.08e-05,0.132,-4.5710000000000015,0.0276,0.136,104.016,267933,irish rock modern rock neo mellow permanent wave pop rock rock
Train,Drops of Jupiter,2001,78,0.154,0.46799999999999997,0.64,0.0,0.154,-5.862,0.0275,0.499,79.297,259933,neo mellow pop pop rock
Estelle Kanye West,American Boy,2008,78,0.171,0.727,0.7290000000000001,0.0,0.07,-2.99,0.326,0.512,117.932,284733,r&b
Zac Brown Band,Chicken Fried,2008,78,0.645,0.5660000000000001,0.713,0.0,0.114,-4.25,0.0417,0.807,169.864,238147,contemporary country country country road modern country rock
MGMT,Kids,2007,78,0.0007599999999999999,0.451,0.9309999999999999,0.0049,0.361,-3.8710000000000004,0.0719,0.172,122.961,302840,alternative dance indie rock indietronica modern rock rock
JAY Z Alicia Keys,Empire State Of Mind,2009,78,0.0295,0.491,0.956,0.0,0.46,-1.538,0.392,0.8109999999999999,173.585,276920,east coast hip hop hip hop pop rap rap
Sean Kingston,Beautiful Girls,2007,78,0.15,0.762,0.6609999999999999,0.0,0.256,-6.075,0.0687,0.769,130.009,225373,dance pop miami hip hop pop pop dance post-teen pop urban contemporary
MGMT,Electric Feel,2007,78,0.0714,0.763,0.807,0.28,0.348,-3.714,0.035,0.5589999999999999,103.038,229640,alternative dance indie rock indietronica modern rock rock
Ne Yo,So Sick,2006,77,0.24600000000000002,0.452,0.574,0.0,0.18899999999999997,-8.336,0.31,0.58,92.791,207187,modern alternative rock modern rock pop rock
Leona Lewis,Bleeding Love,2007,77,0.188,0.638,0.6559999999999999,0.0,0.146,-5.886,0.0357,0.225,104.036,262467,british soul dance pop europop pop pop dance post-teen pop talent show
The Offspring,"You're Gonna Go Far, Kid",2008,77,0.00428,0.55,0.917,0.0,0.19699999999999998,-3.159,0.0638,0.601,126.115,177827,alternative metal permanent wave punk rock skate punk socal pop punk
Beyoncé,Halo,2008,77,0.272,0.508,0.72,0.0,0.0563,-5.9079999999999995,0.0628,0.47200000000000003,79.983,261640,dance pop pop post-teen pop r&b
Daddy Yankee,Gasolina,2004,77,0.332,0.857,0.8009999999999999,1.2e-06,0.0789,-6.499,0.0618,0.753,96.009,192600,latin latin hip hop reggaeton trap latino tropical
Nelly Kelly Rowland,Dilemma,2002,77,0.22699999999999998,0.727,0.552,0.000164,0.198,-8.074,0.14,0.607,168.18900000000005,289160,dance pop hip hop pop rap rap southern hip hop st louis rap urban contemporary
Rihanna,Don't Stop The Music,2008,77,0.0336,0.835,0.669,6.92e-05,0.0535,-5.5820000000000025,0.0643,0.542,122.66799999999999,267080,barbadian pop dance pop pop pop dance post-teen pop r&b urban contemporary
Jay Sean Lil Wayne,Down,2009,77,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.0321,0.6829999999999999,65.997,212107,dance pop pop pop rap post-teen pop urban contemporary
System Of A Down,Toxicity,2001,77,0.000264,0.413,0.873,0.0025,0.204,-4.151,0.0535,0.48100000000000004,116.681,218933,alternative metal nu metal rap metal
John Mayer,Your Body Is a Wonderland,2001,77,0.0206,0.647,0.7290000000000001,0.0489,0.134,-6.251,0.0236,0.687,94.01,249627,neo mellow pop pop rock singer-songwriter
Jimmy Eat World,The Middle,2001,77,0.0371,0.643,0.8490000000000001,0.0,0.057999999999999996,-5.428,0.0526,0.903,162.15200000000004,165853,emo modern power pop modern rock pop punk pop rock rock
Natasha Bedingfield,Unwritten,2004,77,0.00577,0.706,0.8009999999999999,0.0,0.0822,-6.3329999999999975,0.0399,0.63,100.01299999999999,259333,dance pop europop neo mellow pop pop rap pop rock post-teen pop
Weezer,Island In The Sun,2001,77,0.00719,0.654,0.81,0.00251,0.165,-6.26,0.0288,0.6609999999999999,114.62299999999999,200307,alternative rock modern power pop modern rock permanent wave pop rock rock
Fall Out Boy,"Sugar, We're Goin Down",2005,77,0.00579,0.494,0.8420000000000001,0.0,0.122,-4.784,0.0843,0.574,162.011,229093,emo modern rock pop punk
Corinne Bailey Rae,Put Your Records On,2006,77,0.16699999999999998,0.7390000000000001,0.511,1.34e-06,0.133,-7.8439999999999985,0.0362,0.542,96.038,215360,british soul neo mellow neo soul pop soul soul
My Chemical Romance,Teenagers,2006,77,0.0506,0.46299999999999997,0.857,0.0,0.184,-3.063,0.0632,0.856,111.647,161920,emo modern rock pop punk
Sean Paul,Temperature,2005,77,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,0.8220000000000001,125.04,218573,dance pop dancehall pop pop dance pop rap
My Chemical Romance,Welcome to the Black Parade,2006,77,0.00028900000000000003,0.217,0.905,0.00011,0.222,-4.103,0.0752,0.23600000000000002,96.95,311107,emo modern rock pop punk
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2005,77,0.00868,0.6920000000000001,0.7440000000000001,0.00042300000000000004,0.359,-4.565,0.257,0.0612,171.37400000000005,326467,detroit hip hop hip hop rap
Kanye West Jamie Foxx,Gold Digger,2005,77,0.0192,0.631,0.696,0.0,0.0554,-5.572,0.348,0.621,92.941,207627,chicago rap rap
James Blunt,You're Beautiful,2005,76,0.633,0.675,0.479,1.76e-05,0.08800000000000001,-9.87,0.0278,0.45399999999999996,81.99799999999998,209493,neo mellow pop pop rock
T Pain Yung Joc,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007,76,0.0108,0.451,0.55,0.0,0.0737,-8.137,0.262,0.594,80.001,227960,dance pop hip hop pop pop rap r&b rap southern hip hop trap urban contemporary
Rihanna,Take A Bow,2008,76,0.248,0.6970000000000001,0.467,0.0,0.0941,-7.5360000000000005,0.0715,0.5720000000000001,82.08200000000002,229413,barbadian pop dance pop pop pop dance post-teen pop r&b urban contemporary
Jason Mraz Colbie Caillat,Lucky,2008,76,0.29600000000000004,0.623,0.41700000000000004,0.0,0.135,-8.699,0.0354,0.721,130.032,191360,acoustic pop neo mellow pop pop rock
Green Day,Wake Me up When September Ends,2004,76,0.023,0.546,0.8140000000000001,0.0,0.0972,-5.146,0.0314,0.146,104.98,285653,permanent wave pop punk punk
Justin Timberlake Timbaland,SexyBack (feat. Timbaland),2006,76,0.0584,0.9670000000000001,0.583,0.0,0.0519,-5.562,0.0789,0.9640000000000001,117.0,242733,dance pop pop
Avril Lavigne,Sk8er Boi,2002,76,6.790000000000001e-05,0.48700000000000004,0.9,0.0,0.358,-4.417,0.0482,0.484,149.937,204000,canadian pop candy pop dance pop pop post-teen pop
Backstreet Boys,I Want It That Way,2001,76,0.21600000000000005,0.6890000000000001,0.7020000000000001,0.0,0.159,-5.642,0.0261,0.484,99.031,213600,boy band dance pop europop
OneRepublic,Secrets,2009,76,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,0.376,148.02100000000004,224693,dance pop neo mellow piano rock pop pop rock
Bonnie Tyler,Total Eclipse of the Heart,2009,76,0.145,0.431,0.723,0.0,0.375,-5.8870000000000005,0.055999999999999994,0.18899999999999997,130.547,267360,europop new wave pop soft rock
2Pac Talent,Changes,2007,76,0.0404,0.865,0.657,0.0,0.14,-6.722,0.076,0.316,111.115,268960,g funk gangster rap hip hop rap west coast rap
Taylor Swift,Love Story,2008,76,0.131,0.617,0.741,0.0,0.0772,-3.97,0.0311,0.306,118.984,236267,dance pop pop pop dance post-teen pop
Audioslave,Like a Stone,2002,76,0.00797,0.614,0.568,0.0,0.0997,-5.477,0.0276,0.516,107.84899999999999,293960,alternative metal alternative rock modern rock nu metal permanent wave post-grunge rock supergroup
Stevie Wonder,Superstition - Single Version,2002,76,0.038,0.633,0.634,0.0064,0.0385,-12.115,0.0725,0.872,100.499,245493,funk motown quiet storm soul
Usher Alicia Keys,My Boo,2004,76,0.257,0.662,0.507,0.0,0.0465,-8.238,0.11800000000000001,0.6759999999999999,86.412,223440,atl hip hop dance pop pop r&b south carolina hip hop urban contemporary
Maroon 5,This Love,2002,76,0.0525,0.7120000000000001,0.862,0.0,0.09300000000000001,-4.612,0.0378,0.809,95.051,206200,pop pop rock
Vanessa Carlton,A Thousand Miles,2002,76,0.32299999999999995,0.56,0.825,0.0,0.161,-3.862,0.0379,0.268,94.931,237493,dance pop lilith neo mellow piano rock pop rock
Coldplay,Clocks,2002,76,0.599,0.5770000000000001,0.7490000000000001,0.0112,0.183,-7.215,0.0279,0.261,130.969,307880,permanent wave pop
Kanye West,Heartless,2008,76,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,0.654,87.999,211000,chicago rap rap
Soulja Boy Sammie,Kiss Me Thru The Phone,2008,76,0.0185,0.758,0.7120000000000001,0.0,0.0677,-3.781,0.11199999999999999,0.795,149.998,193387,atl hip hop dance pop dirty south rap pop rap rap southern hip hop trap
Red Hot Chili Peppers,Dani California,2006,76,0.0193,0.556,0.9129999999999999,8.59e-06,0.34600000000000003,-2.36,0.0437,0.73,96.184,282160,alternative rock funk metal funk rock permanent wave rock
Linkin Park,What I've Done,2007,76,0.0141,0.623,0.93,1.64e-06,0.138,-5.285,0.0324,0.287,120.119,205613,alternative metal nu metal post-grunge rap metal
Fall Out Boy,Thnks fr th Mmrs,2007,76,0.00511,0.45899999999999996,0.8909999999999999,0.0,0.106,-5.0569999999999995,0.0623,0.588,154.83700000000005,203507,emo modern rock pop punk
DMX,X Gon' Give It To Ya,2007,76,0.0135,0.7609999999999999,0.899,0.0,0.0719,-3.09,0.183,0.6729999999999999,95.027,217587,east coast hip hop gangster rap hardcore hip hop hip hop pop rap rap southern hip hop
Soulja Boy,Crank That (Soulja Boy),2007,76,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,0.8029999999999999,140.141,221933,atl hip hop dance pop dirty south rap pop rap rap southern hip hop trap
Mario,Let Me Love You,2004,76,0.235,0.6559999999999999,0.578,0.0,0.11800000000000001,-8.97,0.0922,0.556,94.514,256733,dance pop hip pop pop pop r&b post-teen pop r&b urban contemporary
Alejandro Fernández,Me Dediqué a Perderte,2004,76,0.491,0.642,0.442,1.58e-06,0.102,-9.115,0.07400000000000001,0.465,148.01,231773,latin latin arena pop latin pop mariachi mexican pop ranchera regional mexican
Beyoncé JAY Z,Crazy In Love (feat. Jay-Z),2003,76,0.00249,0.6459999999999999,0.77,0.0,0.0715,-6.596,0.226,0.6809999999999999,99.165,236133,dance pop pop post-teen pop r&b
Daniel Powter,Bad Day,2005,76,0.44799999999999995,0.599,0.785,0.00336,0.151,-4.013,0.0309,0.52,140.046,233640,canadian pop neo mellow pop rock
Eric Prydz,Call on Me - Radio Mix,2004,75,0.00427,0.597,0.8370000000000001,0.00114,0.8390000000000001,-6.518,0.375,0.447,126.34200000000001,171360,big room disco house edm electro house house pop dance progressive house vocal house
Muse,Uprising,2009,75,0.000202,0.602,0.905,0.064,0.11699999999999999,-4.046,0.0775,0.41100000000000003,128.019,304840,modern rock permanent wave rock
Carlos Baute Marta Sánchez,Colgando en tus manos (con Marta Sánchez),2009,75,0.535,0.836,0.637,0.0,0.129,-4.803,0.0367,0.875,120.025,230280,latin latin pop spanish pop tropical
Kings of Leon,Use Somebody,2008,75,0.005520000000000001,0.276,0.715,0.000417,0.201,-5.356,0.0432,0.17300000000000001,137.028,230760,modern rock rock
T I Rihanna,Live Your Life (feat. Rihanna),2008,75,0.071,0.375,0.862,0.0,0.21100000000000002,-3.363,0.255,0.478,159.841,338853,atl hip hop dance pop dirty south rap gangster rap hip hop pop rap rap southern hip hop trap
Jet,Are You Gonna Be My Girl,2003,75,0.00148,0.613,0.953,0.000582,0.152,-3.435,0.0855,0.537,105.046,213800,alternative rock garage rock modern rock rock
Britney Spears,Womanizer,2008,75,0.073,0.7240000000000001,0.695,0.0,0.0889,-5.226,0.0622,0.235,139.0,224400,dance pop pop pop dance pop rap post-teen pop
Empire of the Sun,Walking On A Dream,2008,75,0.257,0.871,0.701,7.52e-06,0.0589,-5.593999999999999,0.0458,0.716,126.975,198440,alternative dance australian dance australian electropop dance-punk electropop indietronica neo-synthpop new rave
Fort Minor Styles Of Beyond,Remember the Name (feat. Styles of Beyond),2005,75,0.0583,0.688,0.835,2.87e-06,0.0795,-4.162,0.0911,0.88,84.85799999999998,230493,rap rock
Roddy Ricch,The Box,2019,95,0.10400000000000001,0.8959999999999999,0.586,0.0,0.79,-6.687,0.0559,0.642,116.971,196653,melodic rap rap trap
Surf Mesa Emilee,ily (i love you baby) (feat. Emilee),2019,95,0.0686,0.674,0.774,0.0018800000000000002,0.39299999999999996,-7.567,0.0892,0.33,112.05,176547,tropical house
BENEE Gus Dapperton,Supalonely,2019,95,0.305,0.863,0.631,3.04e-05,0.12300000000000001,-4.689,0.0534,0.8170000000000001,128.977,223480,nz pop pop
Tones And I,Dance Monkey,2019,94,0.6920000000000001,0.8240000000000001,0.588,0.00010400000000000001,0.149,-6.4,0.0924,0.513,98.027,209438,australian pop
Surfaces,Sunday Best,2019,93,0.183,0.878,0.525,0.0,0.0714,-6.8320000000000025,0.0578,0.6940000000000001,112.022,158571,bedroom soul pop
Doja Cat,Say So,2019,93,0.256,0.787,0.6729999999999999,3.57e-06,0.0904,-4.577,0.158,0.7859999999999999,110.962,237893,la indie pop
Dua Lipa,Don't Start Now,2019,93,0.0125,0.794,0.7929999999999999,0.0,0.0952,-4.521,0.0842,0.677,123.941,183290,dance pop pop pop dance uk pop
KAROL G Nicki Minaj,Tusa,2019,92,0.295,0.8029999999999999,0.715,0.000134,0.0574,-3.28,0.298,0.574,101.085,200960,latin latin pop reggaeton reggaeton colombiano trap latino
Travis Scott,SICKO MODE,2018,92,0.00513,0.8340000000000001,0.73,0.0,0.124,-3.714,0.222,0.446,155.00799999999995,312820,rap
Arizona Zervas,ROXANNE,2019,92,0.0522,0.621,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,0.457,116.735,163636,pop rap rhode island rap
Trevor Daniel,Falling,2018,92,0.12300000000000001,0.784,0.43,0.0,0.0887,-8.756,0.0364,0.23600000000000002,127.087,159382,alternative r&b melodic rap pop rap
Lewis Capaldi,Someone You Loved,2019,92,0.7509999999999999,0.501,0.405,0.0,0.105,-5.678999999999999,0.0319,0.446,109.891,182161,pop uk pop
Travis Scott,goosebumps,2016,92,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,0.43,130.049,243837,rap
Topic A7S,Breaking Me,2019,92,0.223,0.789,0.72,0.0,0.129,-5.652,0.218,0.664,122.031,166794,edm german dance pop dance pop edm tropical house
Maroon 5,Memories,2019,91,0.8370000000000001,0.764,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.01899999999999,189486,pop pop rock
Billie Eilish,bad guy,2019,91,0.32799999999999996,0.701,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,194088,pop
Travis Scott,HIGHEST IN THE ROOM,2019,91,0.0546,0.598,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,0.0605,76.469,175721,rap
Melanie Martinez,Play Date,2015,91,0.612,0.68,0.7290000000000001,0.0,0.22399999999999998,-5.077,0.0475,0.446,123.97,179867,pop
Regard,Ride It,2019,90,0.177,0.88,0.7509999999999999,6.43e-05,0.106,-4.258,0.0874,0.884,117.948,157606,edm pop dance pop edm tropical house
Harry Styles,Watermelon Sugar,2019,90,0.122,0.5479999999999999,0.816,0.0,0.335,-4.209,0.0465,0.557,95.39,174000,pop post-teen pop
Billie Eilish,everything i wanted,2019,90,0.902,0.7040000000000001,0.225,0.657,0.106,-14.454,0.0994,0.243,120.006,245426,pop
Billie Eilish Khalid,lovely (with Khalid),2018,89,0.934,0.35100000000000003,0.29600000000000004,0.0,0.095,-10.109,0.0333,0.12,115.28399999999999,200186,pop
JP Saxe Julia Michaels,If the World Was Ending - feat. Julia Michaels,2019,89,0.866,0.46399999999999997,0.473,0.0,0.109,-10.086,0.129,0.604,75.801,208687,canadian contemporary r&b pop
Juice WRLD,Lucid Dreams,2018,89,0.349,0.511,0.5660000000000001,0.0,0.34,-7.23,0.2,0.218,83.90299999999998,239836,chicago rap melodic rap
Black Eyed Peas J Balvin,RITMO (Bad Boys For Life),2019,88,0.0334,0.721,0.716,0.00084,0.237,-7.037000000000001,0.0657,0.667,104.994,221714,dance pop pop pop dance pop rap
MEDUZA Becky Hill Goodboys,Lose Control,2019,88,0.129,0.598,0.526,0.0,0.14,-8.658999999999999,0.0415,0.529,123.935,168387,edm pop dance pop house tropical house
Shawn Mendes Camila Cabello,Señorita,2019,88,0.037000000000000005,0.759,0.54,0.0,0.0945,-6.039,0.0287,0.75,116.947,190960,canadian pop dance pop pop post-teen pop viral pop
blackbear,hot girl bummer,2019,88,0.128,0.778,0.5589999999999999,0.0,0.39899999999999997,-7.109,0.0776,0.6779999999999999,129.989,185093,pop pop rap
Harry Styles,Adore You,2019,88,0.0237,0.6759999999999999,0.7709999999999999,7.000000000000003e-06,0.102,-3.675,0.0483,0.569,99.04799999999999,207133,pop post-teen pop
Lewis Capaldi,Before You Go,2019,88,0.604,0.45899999999999996,0.575,0.0,0.0885,-4.8580000000000005,0.0573,0.183,111.881,215107,pop uk pop
Harry Styles,Falling,2019,87,0.8390000000000001,0.5670000000000001,0.267,1.46e-06,0.08900000000000001,-6.5020000000000024,0.0299,0.0592,110.01100000000001,240133,pop post-teen pop
Feid Justin Quiles,PORFA,2019,87,0.0948,0.843,0.5489999999999999,0.0,0.155,-8.017999999999999,0.16399999999999998,0.541,83.98200000000001,233000,colombian pop latin pop reggaeton reggaeton reggaeton colombiano trap latino
Ariana Grande,7 rings,2019,87,0.5920000000000001,0.778,0.317,0.0,0.0881,-10.732000000000001,0.33399999999999996,0.327,140.048,178627,pop post-teen pop
Mustard Roddy Ricch,Ballin' (with Roddy Ricch),2019,87,0.392,0.809,0.545,0.0,0.151,-6.678,0.0735,0.244,97.008,180435,cali rap hip hop pop rap rap southern hip hop trap
Imagine Dragons,Believer,2017,87,0.0622,0.7759999999999999,0.78,0.0,0.081,-4.374,0.128,0.6659999999999999,124.949,204347,modern rock pop rock
Ava Max,Salt,2019,87,0.131,0.693,0.835,0.0,0.073,-3.242,0.0623,0.743,128.05700000000002,180283,dance pop pop
Billie Eilish,when the party's over,2019,87,0.978,0.3670000000000001,0.111,3.97e-05,0.0897,-14.084000000000001,0.0972,0.198,82.64200000000002,196077,pop
XXXTENTACION,SAD!,2018,87,0.258,0.74,0.613,0.00372,0.12300000000000001,-4.88,0.145,0.473,75.023,166606,emo rap miami hip hop
Post Malone 21 Savage,rockstar (feat. 21 Savage),2018,87,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,0.129,159.80100000000004,218147,dfw rap melodic rap rap
Dan Shay Justin Bieber,"10,000 Hours (with Justin Bieber)",2019,87,0.153,0.654,0.63,0.0,0.111,-4.644,0.0259,0.43,89.991,167693,contemporary country pop
XXXTENTACION,Jocelyn Flores,2017,87,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,0.4370000000000001,134.02100000000002,119133,emo rap miami hip hop
Roddy Ricch Mustard,High Fashion (feat. Mustard),2019,87,0.26899999999999996,0.831,0.499,0.0,0.3,-8.442,0.114,0.511,97.956,220487,melodic rap rap trap
Ali Gatie,It's You,2019,86,0.374,0.732,0.46299999999999997,0.0,0.19399999999999998,-6.972,0.0287,0.397,95.971,212607,canadian hip hop pop
Post Malone Swae Lee,Sunflower - Spider-Man: Into the Spider-Verse,2018,86,0.556,0.76,0.479,0.0,0.0703,-5.574,0.0466,0.9129999999999999,89.911,158040,dfw rap melodic rap rap
SAINt JHN Imanbek,Roses - Imanbek Remix,2019,86,0.0149,0.784,0.721,0.00424,0.285,-5.4570000000000025,0.0506,0.895,121.96600000000001,176219,melodic rap pop rap rap
Marshmello Bastille,Happier,2018,86,0.191,0.687,0.792,0.0,0.16699999999999998,-2.7489999999999997,0.0452,0.6709999999999999,100.015,214290,brostep edm pop pop dance progressive electro house
Rauw Alejandro Chencho Corleone,El Efecto,2019,86,0.406,0.8490000000000001,0.7809999999999999,0.0,0.0801,-4.635,0.159,0.893,84.041,217143,puerto rican pop trap latino
Alex Rose Rafa Pabön,Jangueo,2019,86,0.23800000000000002,0.851,0.688,1.93e-05,0.105,-4.038,0.0565,0.732,103.98200000000001,259600,latin reggaeton reggaeton flow trap latino
DaBaby,BOP,2019,86,0.18899999999999997,0.769,0.787,0.0,0.129,-3.909,0.3670000000000001,0.836,126.77,159715,north carolina hip hop rap
Dalex Lenny Tavárez Chencho Corleone Juhn Dímelo Flow,Hola - Remix,2019,86,0.47100000000000003,0.654,0.672,0.0,0.0781,-5.98,0.311,0.34299999999999997,181.857,249520,latin r&b en espanol reggaeton trap latino
Y2K bbno,Lalala,2019,86,0.18100000000000002,0.843,0.391,0.0,0.13699999999999998,-7.899,0.0845,0.496,129.972,160627,pop rap
Juice WRLD,Robbery,2019,86,0.32799999999999996,0.685,0.6920000000000001,0.0,0.153,-5.122000000000001,0.0457,0.578,159.966,240051,chicago rap melodic rap
Camila Cabello DaBaby,My Oh My (feat. DaBaby),2019,86,0.018000000000000002,0.7240000000000001,0.491,1.29e-05,0.0887,-6.024,0.0296,0.38299999999999995,105.046,170746,dance pop pop pop dance post-teen pop
Ed Sheeran,Perfect,2017,86,0.163,0.599,0.44799999999999995,0.0,0.106,-6.312,0.0232,0.168,95.05,263400,pop uk pop
Harry Styles,Adore You,2019,86,0.0237,0.6759999999999999,0.7709999999999999,7.000000000000003e-06,0.102,-3.675,0.0483,0.569,99.04799999999999,207133,pop post-teen pop
Doja Cat Gucci Mane,Like That (feat. Gucci Mane),2019,86,0.24,0.879,0.499,0.0,0.0967,-6.027,0.18,0.405,106.04299999999999,163173,la indie pop
24kGoldn,CITY OF ANGELS,2019,86,0.042,0.6859999999999999,0.541,0.0,0.0675,-4.993,0.0493,0.7240000000000001,120.08200000000001,112493,cali rap
Lady Gaga Bradley Cooper,Shallow,2018,86,0.371,0.5720000000000001,0.385,0.0,0.231,-6.362,0.0308,0.32299999999999995,95.79899999999999,215733,dance pop pop pop dance
Lil Tecca,Ransom,2019,86,0.0204,0.745,0.642,0.0,0.0658,-6.2570000000000014,0.287,0.226,179.97400000000005,131240,melodic rap rap trap
JACKBOYS Travis Scott Young Thug,OUT WEST (feat. Young Thug),2019,86,0.0104,0.802,0.591,0.0,0.196,-4.895,0.225,0.309,139.864,157712,rap trap
Dímelo Flow Arcangel Sech,Sigues Con El,2019,86,0.11,0.883,0.6679999999999999,0.000529,0.0734,-2.957,0.113,0.6759999999999999,87.97200000000002,226533,latin reggaeton reggaeton flow trap latino tropical
